<<<<<<< HEAD
deceptive JJ 
title NN 
for DT
a DT
merger NN 
of DT
the DT
pro-Soviet OOV
Communist DT
Party DT
of DT
Greece NNP 
and DT
its PRP$ 
Euro-Communist OOV
cousin NN 
, , 
the DT
Hellenic OOV
Left DT
. . 
 OOV
The DT
unifying JJ 
bond NN 
for DT
this DT
left-right JJ 
mismatch NN 
was VBD 
plain DT
: : 
PASOK OOV
( ( 
Mr. NNP 
Papandreou OOV
's DT
party NN 
) ) 
as DT
common DT
political JJ 
enemy NN 
. . 
 OOV
The DT
ostensible OOV
goal NN 
was VBD 
a DT
mop-up OOV
of DT
government NN 
corruption NN 
, , 
purportedly OOV
at DT
all DT
levels NNS 
, , 
but DT
the DT
main DT
marks DT
were VBD 
Mr. NNP 
Papandreou OOV
and DT
his DT
closest JJS 
associates NNS 
. . 
 OOV
In DT
point DT
of DT
fact NN 
, , 
this DT
catharsis OOV
was VBD 
overdue JJ 
by DT
decades NNS 
. . 
 OOV
When WRB 
reduced DT
to TO 
buzzword NN 
status DT
in DT
ex FW 
parte OOV
pledges DT
, , 
however RB 
, , 
the DT
notion NN 
transmogrified VBN 
into IN 
a DT
promised DT
assault NN 
, , 
with DT
targets DT
primarily RB 
for DT
political JJ 
gains DT
, , 
not RB 
justice NN 
. . 
 OOV
With DT
regard DT
to TO 
Greece NNP 
's DT
long-bubbling OOV
bank-looting OOV
scandal NN 
, , 
Mr. NNP 
Papandreou OOV
's DT
principal DT
accuser OOV
remains DT
George NNP 
Koskotas NNP 
, , 
former DT
owner NN 
of DT
the DT
Bank DT
of DT
Crete NNP 
and DT
self-confessed OOV
embezzler OOV
, , 
now DT
residing OOV
in DT
a DT
jail NN 
cell NN 
in DT
Salem NNP 
, , 
Mass. NNP 
, , 
from IN 
where WRB 
he PRP 
is DT
fighting DT
extradition NN 
proceedings NNS 
that DT
would MD 
return DT
him PRP 
to TO 
Greece NNP 
. . 
 OOV
Mr. NNP 
Koskotas NNP 
's DT
credibility NN 
is DT
, , 
at DT
best DT
, , 
problematic JJ 
. . 
 OOV
He PRP 
has DT
ample JJ 
motive NN 
to TO 
shift DT
the DT
blame DT
, , 
and DT
his DT
testimony NN 
has DT
also RB 
been VBN 
found DT
less DT
than DT
forthright OOV
on DT
numerous JJ 
points DT
. . 
 OOV
Nevertheless RB 
, , 
the DT
New DT
Democracy DT
and DT
Communist DT
parties DT
herald VB 
his DT
assertions NNS 
as DT
proof NN 
of DT
PASOK OOV
complicity NN 
. . 
 OOV
Among IN 
unanswered OOV
questions DT
are DT
whether DT
Mr. NNP 
Papandreou OOV
received DT
$ $ 
23 CD 
million CD 
of DT
stolen DT
Bank DT
of DT
Crete NNP 
funds DT
and DT
an DT
additional JJ 
$ $ 
734,000 OOV
in DT
bribes NNS 
, , 
as DT
contended DT
; : 
whether DT
the DT
prime JJ 
minister NN 
ordered DT
state DT
agencies NNS 
to TO 
deposit DT
some DT
$ $ 
57 CD 
million CD 
in DT
Mr. NNP 
Koskotas NNP 
's DT
bank DT
and DT
then DT
skim VB 
off DT
the DT
interest DT
; : 
and DT
, , 
what DT
PASOK OOV
's DT
cut DT
was VBD 
from IN 
the DT
$ $ 
210 CD 
million CD 
Mr. NNP 
Koskotas NNP 
pinched OOV
. . 
 OOV
Two CD 
former DT
ministers NNS 
were VBD 
so DT
heavily RB 
implicated VBN 
in DT
the DT
Koskotas NNP 
affair NN 
that DT
PASOK OOV
members DT
of DT
Parliament NNP 
voted DT
to TO 
refer DT
them DT
to TO 
the DT
special DT
court DT
. . 
 OOV
But DT
eluding OOV
parliamentary JJ 
probe DT
was VBD 
the DT
case NN 
of DT
millions NNS 
of DT
drachmas OOV
Mr. NNP 
Koskotas NNP 
funneled DT
into IN 
New DT
Democracy DT
coffers NNS 
. . 
 OOV
In DT
the DT
end DT
, , 
the DT
investigation NN 
produced DT
only DT
circumstantial OOV
evidence NN 
and DT
`` `` 
indications NNS 
'' '' 
that DT
point DT
to TO 
PASOK OOV
, , 
not RB 
clinching OOV
proof NN 
. . 
 OOV
On DT
another DT 
issue DT
, , 
Greeks OOV
were VBD 
told DT
how WRB 
their PRP$ 
national JJ 
intelligence NN 
agency NN 
, , 
the DT
EYP OOV
, , 
regularly RB 
monitored DT
the DT
telephone NN 
conversations NNS 
of DT
prominent JJ 
figures DT
, , 
including VBG 
key DT
opposition NN 
politicians NNS 
, , 
journalists NNS 
and DT
PASOK OOV
cabinet NN 
members DT
. . 
 OOV
Despite IN 
convincing DT
arguments NNS 
, , 
it PRP 
was VBD 
never RB 
established DT
that DT
Mr. NNP 
Papandreou OOV
personally RB 
ordered DT
or CC 
directed DT
the DT
wiretaps NNS 
. . 
 OOV
The DT
central DT
weakness NN 
of DT
the DT
`` `` 
scandals NNS 
'' '' 
debates NNS 
was VBD 
pointed DT
up DT
especially RB 
well DT
when WRB 
discussions NNS 
focused DT
on DT
arms NNS 
deals DT
and DT
kickbacks NNS 
. . 
 OOV
The DT
coalition NN 
government NN 
tried DT
to TO 
show DT
that DT
PASOK OOV
ministers NNS 
had DT
received DT
hefty JJ 
sums DT
for DT
OKing OOV
the DT
purchase DT
of DT
F-16 DT
Fighting NN 
Falcon DT
and DT
Mirage NNP 
2000 CD 
combat DT
aircraft DT
, , 
produced DT
by DT
the DT
U.S.based OOV
General DT
Dynamics DT
Corp. DT
and DT
France NNP 
's DT
Avions NNP 
Marcel NNP 
Dassault DT
, , 
respectively RB 
. . 
 OOV
Naturally RB 
, , 
neither DT
General DT
Dynamics DT
nor CC 
Dassault DT
could MD 
be DT
expected DT
to TO 
hamper VB 
its PRP$ 
prospective JJ 
future DT
dealings NNS 
by DT
making DT
disclosures NNS 
of DT
sums DT
paid DT
( ( 
or CC 
not RB 
) ) 
to TO 
various JJ 
Greek JJ 
officials NNS 
for DT
services DT
rendered DT
. . 
 OOV
So DT
it PRP 
seems VBZ 
that DT
Mr. NNP 
Mitsotakis OOV
and DT
his DT
communist DT
chums OOV
may MD 
have DT
unwittingly OOV
served DT
Mr. NNP 
Papandreou OOV
a DT
moral JJ 
victory NN 
on DT
a DT
platter OOV
: : 
PASOK OOV
, , 
whether DT
guilty DT
or CC 
not RB 
, , 
can DT
now DT
traipse OOV
the DT
countryside NN 
condemning VBG 
the DT
whole DT
affair NN 
as DT
a DT
witch NN 
hunt NN 
at DT
Mr. NNP 
Papandreou OOV
's DT
expense NN 
. . 
 OOV
But DT
while DT
verbal JJ 
high DT
jinks OOV
alone DT
wo MD 
n't RB 
help DT
PASOK OOV
regain DT
power NN 
, , 
Mr. NNP 
Papandreou OOV
should MD 
never RB 
be DT
underestimated DT
. . 
 OOV
First DT
came VBD 
his DT
predictable JJ 
fusillade NN 
: : 
He PRP 
charged DT
the DT
Coalition NNP 
of DT
the DT
Left DT
and DT
Progress DT
had DT
sold DT
out DT
its PRP$ 
leftist JJ 
tenets NNS 
by DT
collaborating VBG 
in DT
a DT
right-wing DT
plot DT
aimed DT
at DT
ousting OOV
PASOK OOV
and DT
thwarting OOV
the DT
course NN 
of DT
socialism NN 
in DT
Greece NNP 
. . 
 OOV
Then RB 
, , 
to TO 
buttress VB 
his DT
credibility NN 
with DT
the DT
left DT
, , 
he PRP 
enticed OOV
some DT
smaller JJR 
leftist JJ 
parties DT
to TO 
stand DT
for DT
election NN 
under DT
the DT
PASOK OOV
banner NN 
. . 
 OOV
Next DT
, , 
he PRP 
continued DT
to TO 
court DT
the DT
communists NNS 
-- : 
many DT
of DT
whom WP 
feel DT
betrayed VBN 
by DT
the DT
left-right JJ 
coalition NN 
's DT
birth NN 
-- : 
by DT
bringing DT
into IN 
PASOK OOV
a DT
well-respected OOV
Communist DT
Party DT
candidate NN 
. . 
 OOV
For IN 
balance DT
, , 
and DT
in DT
hopes DT
of DT
gaining VBG 
some DT
disaffected OOV
centrist JJ 
votes DT
, , 
he PRP 
managed DT
to TO 
attract DT
a DT
former DT
New DT
Democracy DT
Party DT
representative DT
and DT
known DT
political JJ 
enemy NN 
of DT
Mr. NNP 
Mitsotakis OOV
. . 
 OOV
Thus RB 
PASOK OOV
heads DT
for DT
the DT
polls DT
not RB 
only DT
with DT
diminished DT
scandal-stench OOV
, , 
but DT
also RB 
with DT
`` `` 
seals OOV
of DT
approval NN 
'' '' 
from IN 
representatives NNS 
of DT
its PRP$ 
harshest OOV
accusers NNS 
. . 
 OOV
Crucial OOV
as DT
these DT 
elections NNS 
are DT
for DT
Greece NNP 
, , 
pressing DT
issues DT
of DT
state DT
are DT
getting VBG 
lost DT
in DT
the DT
shuffle NN 
. . 
 OOV
The DT
country NN 
's DT
future DT
NATO NNP 
participation NN 
remains DT
unsure JJ 
, , 
for DT
instance NN 
. . 
 OOV
Greece NNP 
also RB 
must MD 
revamp VB 
major DT
pieces NNS 
of DT
legislation NN 
in DT
preparation NN 
for DT
the DT
1992 CD 
targets DT
of DT
heightened DT
Common DT
Market DT
cooperation NN 
. . 
 OOV
Greece NNP 
's DT
bilateral OOV
relations NNS 
with DT
the DT
U.S. DT
need DT
attention NN 
soon RB 
as DT
well DT
. . 
 OOV
For IN 
one DT
, , 
the DT
current DT
accord DT
concerning VBG 
U.S. DT
military DT
bases DT
in DT
Greece NNP 
lapses NNS 
in DT
May DT
1990 CD 
. . 
 OOV
Negotiations NNS 
for DT
a DT
new JJ 
agreement NN 
were VBD 
frozen DT
before DT
the DT
June NNP 
elections NNS 
, , 
but DT
the DT
clock NN 
is DT
running DT
. . 
 OOV
Another DT 
matter DT
of DT
concern DT
is DT
the DT
extradition NN 
of DT
Mohammed OOV
Rashid OOV
, , 
a DT
Palestinian DT
terrorist JJ 
who WP 
is DT
wanted DT
in DT
the DT
U.S. DT
for DT
the DT
1982 CD 
bombing NN 
of DT
a DT
Pan NNP 
American DT
Airways DT
flight NN 
. . 
 OOV
The DT
Greek JJ 
courts DT
have DT
decided DT
in DT
favor DT
of DT
extradition NN 
in DT
the DT
Rashid OOV
case NN 
, , 
but DT
the DT
matter DT
awaits VBZ 
final JJ 
approval NN 
from IN 
Greece NNP 
's DT
next DT
justice NN 
minister NN 
. . 
 OOV
The DT
Greeks OOV
seem DT
barely RB 
aware JJ 
of DT
the DT
importance NN 
of DT
the DT
case NN 
as DT
a DT
litmus NN 
test DT
of DT
whether DT
Greece NNP 
will DT
be DT
counted DT
in DT
or CC 
out DT
for DT
international JJ 
efforts NNS 
to TO 
combat DT
terrorism NN 
. . 
 OOV
That DT
PASOK OOV
could MD 
win DT
the DT
elections NNS 
outright DT
is DT
improbable JJ 
; : 
the DT
Greek JJ 
press DT
, , 
previously RB 
eager JJ 
to TO 
palm DT
off DT
PASOK OOV
's DT
line DT
, , 
has DT
turned DT
on DT
Mr. NNP 
Papandreou OOV
with DT
a DT
wild-eyed OOV
vengeance NN 
. . 
 OOV
Yet DT
the DT
possibility NN 
of DT
another DT 
lash-up OOV
government NN 
is DT
all DT
too RB 
real DT
. . 
 OOV
If IN 
Mr. NNP 
Papandreou OOV
becomes VBZ 
the DT
major DT
opposition NN 
leader NN 
, , 
he PRP 
could MD 
hamstring OOV
a DT
conservative-led OOV
coalition NN 
. . 
 OOV
Also RB 
, , 
he PRP 
could MD 
force DT
new JJ 
elections NNS 
early DT
next DT
year NN 
by DT
frustrating JJ 
the DT
procedures NNS 
for DT
the DT
election NN 
of DT
the DT
president DT
of DT
the DT
republic NN 
in DT
March NNP 
. . 
 OOV
New DT
Democracy DT
has DT
once DT
again RB 
glaringly OOV
underestimated DT
the DT
opponent NN 
and DT
linked DT
its PRP$ 
own DT
prospects NNS 
to TO 
negative DT
reaction NN 
against IN 
PASOK OOV
, , 
forgetting VBG 
to TO 
tend DT
to TO 
either DT
program DT
clarity OOV
or CC 
the DT
rectification OOV
of DT
internal JJ 
squabbles NNS 
. . 
 OOV
As DT
for DT
Mr. NNP 
Papandreou OOV
? . 
 OOV
He PRP 
's DT
not RB 
exactly RB 
sitting VBG 
pretty DT
at DT
this DT
stage DT
. . 
 OOV
But DT
since DT
he PRP 
is DT
undoubtedly RB 
one DT
of DT
the DT
most DT
proficient JJ 
bull NN 
slingers OOV
who WP 
ever RB 
raked OOV
muck NN 
, , 
it PRP 
seems VBZ 
far DT
wiser JJR 
to TO 
view DT
him PRP 
as DT
sidelined VBN 
, , 
but DT
certainly RB 
not RB 
yet DT
eliminated DT
. . 
 OOV
Mr. NNP 
Carpenter NNP 
, , 
a DT
regional JJ 
correspondent NN 
for DT
National DT
Review NNP 
, , 
has DT
lived DT
in DT
Athens NNP 
since DT
1981 CD 
. . 
 OOV
U.S. DT
OFFICIALS NNS 
MOVED OOV
to TO 
head DT
off DT
any DT
repeat DT
of DT
Black DT
Monday NNP 
today NN 
following DT
Friday NNP 
's DT
plunge DT
in DT
stock DT
prices NNS 
. . 
 OOV
Fed NNP 
Chairman DT
Greenspan NNP 
signaled DT
that DT
the DT
central DT
bank DT
was VBD 
prepared DT
to TO 
inject VB 
massive JJ 
amounts DT
of DT
money NN 
into IN 
the DT
banking DT
system NN 
to TO 
prevent DT
a DT
financial JJ 
crisis NN 
. . 
 OOV
Other DT
U.S. DT
and DT
foreign JJ 
officials NNS 
also RB 
mapped OOV
out DT
plans DT
, , 
though DT
they PRP 
kept DT
their PRP$ 
moves DT
quiet DT
to TO 
avoid DT
making DT
the DT
financial JJ 
markets DT
more DT
jittery JJ 
. . 
 OOV
Friday NNP 
's DT
sell-off DT
was VBD 
triggered DT
by DT
the DT
collapse DT
of DT
UAL NNP 
's DT
buy-out DT
plan DT
and DT
a DT
big JJ 
rise DT
in DT
producer NN 
prices NNS 
. . 
 OOV
The DT
Dow NNP 
Jones NNP 
industrials DT
skidded VBD 
190.58 CD 
, , 
to TO 
2569.26 OOV
. . 
 OOV
The DT
junk DT
bond NN 
market DT
came VBD 
to TO 
a DT
standstill DT
, , 
while DT
Treasury DT
bonds NNS 
soared DT
and DT
the DT
dollar NN 
fell DT
. . 
 OOV
Japanese DT
stocks DT
dropped DT
early DT
Monday NNP 
, , 
but DT
by DT
late DT
morning NN 
were VBD 
turning DT
around DT
. . 
 OOV
The DT
dollar NN 
was VBD 
trading DT
sharply RB 
lower DT
in DT
Tokyo NNP 
. . 
 OOV
Prospects OOV
for DT
a DT
new JJ 
UAL NNP 
buy-out DT
proposal NN 
appear DT
bleak JJ 
. . 
 OOV
Many DT
banks NNS 
refused DT
to TO 
back DT
the DT
$ $ 
6.79 CD 
billion CD 
transaction NN 
, , 
but DT
bankers NNS 
said DT
it PRP 
was VBD 
not RB 
from IN 
any DT
unwillingness NN 
to TO 
finance DT
takeovers NNS 
. . 
 OOV
The DT
decision NN 
was VBD 
based DT
solely RB 
on DT
problems NNS 
with DT
the DT
UAL NNP 
management-pilot OOV
plan DT
, , 
they PRP 
said DT
. . 
 OOV
The DT
surge DT
in DT
producer NN 
prices NNS 
in DT
September NNP 
followed DT
three CD 
months NNS 
of DT
declines DT
, , 
but DT
analysts NNS 
were VBD 
divided DT
on DT
whether DT
the DT
0.9 CD 
% DT
jump DT
signaled DT
a DT
severe JJ 
worsening VBG 
of DT
inflation NN 
. . 
 OOV
Also RB 
, , 
retail DT
sales DT
grew DT
0.5 CD 
% DT
last DT
month NN 
. . 
 OOV
A DT
capital-gains DT
tax DT
cut DT
was VBD 
removed DT
from IN 
the DT
Senate NNP 
's DT
deficit NN 
reduction NN 
bill DT
, , 
but DT
proponents NNS 
still DT
hope DT
to TO 
enact VB 
the DT
cut DT
this DT
year NN 
. . 
 OOV
Bush NNP 
wo MD 
n't RB 
press DT
for DT
a DT
capital-gains DT
provision NN 
in DT
the DT
final JJ 
deficit NN 
bill DT
when WRB 
House-Senate DT
conferees NNS 
meet DT
later DT
this DT
week NN 
. . 
 OOV
General DT
Motors DT
signaled DT
that DT
up DT
to TO 
five CD 
North DT
American DT
assembly NN 
plants NNS 
may MD 
close DT
by DT
the DT
mid-1990s DT
as DT
it PRP 
tries DT
to TO 
cut DT
excess DT
capacity NN 
. . 
 OOV
U.S. DT
car NN 
and DT
truck NN 
sales DT
fell DT
12.6 CD 
% DT
in DT
early DT
October NNP 
, , 
the DT
first DT
sales DT
period NN 
of DT
the DT
1990-model DT
year NN 
, , 
dragged DT
down DT
by DT
a DT
sharp JJ 
decline DT
in DT
GM NNP 
sales DT
. . 
 OOV
Warner NNP 
and DT
Sony NNP 
are DT
entangled JJ 
in DT
a DT
legal JJ 
battle DT
over DT
movie NN 
producers NNS 
Peter NNP 
Gruber OOV
and DT
Jon NNP 
Peters NNP 
. . 
 OOV
The DT
fight DT
could MD 
set DT
back DT
Sony NNP 
's DT
plans DT
to TO 
enter DT
the DT
U.S. DT
movie NN 
business NN 
. . 
 OOV
Hooker NNP 
's DT
U.S. DT
unit NN 
received DT
a DT
$ $ 
409 CD 
million CD 
bid DT
for DT
most DT
of DT
its PRP$ 
real-estate DT
and DT
shopping-center OOV
assets NNS 
from IN 
an DT
investor NN 
group DT
. . 
 OOV
The DT
offer DT
does VBZ 
n't RB 
include DT
Bonwit NNP 
Teller NNP 
or CC 
B. NNP 
Altman NNP 
. . 
 OOV
The DT
Boeing DT
strike DT
is DT
starting DT
to TO 
affect DT
airlines NNS 
. . 
 OOV
America NNP 
West DT
said DT
Friday NNP 
it PRP 
will DT
postpone VB 
its PRP$ 
new JJ 
service DT
out DT
of DT
Houston DT
because DT
of DT
delays DT
in DT
receiving DT
aircraft DT
from IN 
Boeing DT
. . 
 OOV
Saatchi NNP 
& DT
Saatchi NNP 
would MD 
launch DT
a DT
management NN 
buy-out DT
if IN 
a DT
hostile DT
suitor NN 
emerged DT
, , 
an DT
official DT
said DT
. . 
 OOV
British DT
Aerospace DT
and DT
France NNP 
's DT
Thomson-CSF NNP 
are DT
nearing VBG 
a DT
pact NN 
to TO 
merge DT
guided-missile OOV
divisions NNS 
. . 
 OOV
New DT
U.S. DT
steel-import OOV
quotas NNS 
will DT
give DT
a DT
bigger DT
share DT
to TO 
developing DT
nations NNS 
that DT
have DT
relatively RB 
unsubsidized OOV
steel NN 
industries NNS 
. . 
 OOV
Japan NNP 
's DT
steel NN 
quota NN 
will DT
be DT
cut DT
significantly RB 
. . 
 OOV
Four DT
ailing DT
S&Ls DT
were VBD 
sold DT
off DT
by DT
government NN 
regulators DT
, , 
but DT
low DT
bids DT
prevented DT
the DT
sale NN 
of DT
a DT
fifth DT
. . 
 OOV
Markets DT
-- : 
 OOV
Stocks NNS 
: : 
Volume NN 
251,170,000 OOV
shares DT
. . 
 OOV
Dow NNP 
Jones NNP 
industrials DT
2569.26 OOV
, , 
off DT
190.58 CD 
; : 
transportation NN 
1406.29 OOV
, , 
off DT
78.06 OOV
; : 
utilities NNS 
211.96 OOV
, , 
off DT
7.29 OOV
. . 
 OOV
Bonds DT
: : 
Shearson NNP 
Lehman NNP 
Hutton NNP 
Treasury DT
index NN 
3421.29 OOV
, , 
up DT
 OOV
Commodities DT
: : 
Dow NNP 
Jones NNP 
futures NNS 
index NN 
129.87 OOV
, , 
up DT
0.01 CD 
; : 
spot DT
index NN 
129.25 OOV
, , 
up DT
0.28 CD 
. . 
 OOV
Dollar DT
: : 
142.10 CD 
yen DT
, , 
off DT
2.07 CD 
; : 
1.8740 OOV
marks DT
, , 
off DT
0.0343 OOV
. . 
 OOV
A DT
federal JJ 
appeals NNS 
court DT
in DT
San DT
Francisco NNP 
ruled DT
that DT
shareholders NNS 
ca MD 
n't RB 
hold DT
corporate JJ 
officials NNS 
liable JJ 
for DT
false JJ 
sales DT
projections NNS 
on DT
new JJ 
products NNS 
if IN 
the DT
news NN 
media DT
concurrently OOV
revealed DT
substantial JJ 
information NN 
about DT
the DT
product NN 
's DT
flaws NNS 
. . 
 OOV
The DT
ruling DT
stems VBZ 
from IN 
a DT
1984 CD 
suit DT
filed DT
by DT
shareholders NNS 
of DT
Apple NNP 
Computer DT
Inc. DT
, , 
claiming VBG 
that DT
company NN 
officials NNS 
misled DT
investors NNS 
about DT
the DT
expected DT
success NN 
of DT
the DT
Lisa NNP 
computer NN 
, , 
introduced DT
in DT
1983 CD 
. . 
 OOV
Lawyers DT
specializing VBG 
in DT
shareholder NN 
suits DT
said DT
they PRP 
are DT
concerned DT
that DT
use DT
of DT
the DT
`` `` 
press DT
defense NN 
'' '' 
by DT
corporations NNS 
may MD 
become DT
popular JJ 
as DT
a DT
result DT
of DT
the DT
ruling DT
. . 
 OOV
According VBG 
to TO 
the DT
suit DT
, , 
Apple NNP 
officials NNS 
created DT
public DT
excitement NN 
by DT
touting VBG 
Lisa NNP 
as DT
an DT
office NN 
computer NN 
that DT
would MD 
revolutionize VB 
the DT
workplace DT
and DT
be DT
extremely RB 
successful JJ 
in DT
its PRP$ 
first DT
year NN 
. . 
 OOV
The DT
plaintiffs NNS 
also RB 
alleged DT
that DT
prior DT
to TO 
the DT
fanfare NN 
, , 
the DT
company NN 
circulated DT
internal JJ 
memos NNS 
indicating VBG 
problems NNS 
with DT
Lisa NNP 
. . 
 OOV
The DT
suit DT
claimed DT
Apple NNP 
's DT
stock DT
climbed DT
to TO 
a DT
high DT
of DT
$ $ 
63.50 OOV
a DT
share DT
on DT
the DT
basis NN 
of DT
the DT
company NN 
's DT
optimistic JJ 
forecasts DT
. . 
 OOV
But DT
when WRB 
the DT
company NN 
revealed DT
Lisa NNP 
's DT
poor DT
sales DT
late DT
in DT
1983 CD 
, , 
the DT
stock DT
plummeted DT
to TO 
a DT
low DT
of DT
$ $ 
17.37 OOV
a DT
share DT
, , 
according VBG 
to TO 
the DT
suit DT
. . 
 OOV
The DT
shareholders NNS 
claimed DT
more DT
than DT
$ $ 
150 CD 
million CD 
in DT
losses NNS 
. . 
 OOV
In DT
1987 CD 
, , 
the DT
San DT
Francisco NNP 
district DT
court DT
dismissed DT
the DT
case NN 
largely RB 
because DT
newspaper NN 
reports DT
had DT
sufficiently RB 
counterbalanced OOV
the DT
company NN 
's DT
statements NNS 
by DT
alerting VBG 
consumers NNS 
to TO 
Lisa NNP 
's DT
problems NNS 
. . 
 OOV
Late DT
last DT
month NN 
, , 
the DT
appeals NNS 
court DT
agreed DT
that DT
most DT
of DT
the DT
case NN 
should MD 
be DT
dismissed DT
. . 
 OOV
However DT
, , 
it PRP 
gave VBD 
the DT
shareholders NNS 
the DT
right DT
to TO 
pursue VB 
a DT
small JJ 
portion NN 
of DT
their PRP$ 
claim DT
that DT
pertains OOV
to TO 
Lisa NNP 
's DT
disk NN 
drive DT
, , 
known DT
as DT
Twiggy OOV
. . 
 OOV
The DT
court DT
ruled DT
that DT
the DT
news NN 
media DT
did VBD 
n't RB 
reveal DT
Twiggy OOV
's DT
problems NNS 
at DT
the DT
time DT
. . 
 OOV
Lawyers DT
are DT
worried DT
about DT
the DT
ruling DT
's DT
implication NN 
in DT
other JJ 
shareholder NN 
suits DT
but DT
pointed DT
out DT
that DT
the DT
court DT
stressed DT
that DT
the DT
ruling DT
should MD 
be DT
regarded DT
as DT
very DT
specific DT
to TO 
the DT
Apple NNP 
case NN 
. . 
 OOV
`` `` 
The DT
court DT
was VBD 
careful JJ 
to TO 
say DT
that DT
the DT
adverse JJ 
information NN 
appeared DT
in DT
the DT
very DT
same JJ 
articles NNS 
and DT
received DT
the DT
same JJ 
attention NN 
as DT
the DT
company NN 
's DT
statements NNS 
, , 
'' '' 
said DT
Patrick NNP 
Grannon OOV
, , 
a DT
Los NNP 
Angeles NNP 
lawyer NN 
at DT
the DT
firm DT
of DT
Greenfield NNP 
& DT
Chimicles OOV
, , 
which WDT 
was VBD 
n't RB 
involved DT
in DT
the DT
case NN 
. . 
 OOV
`` `` 
The DT
court DT
is DT
saying DT
that DT
the DT
adverse JJ 
facts NNS 
have DT
to TO 
be DT
transferred DT
to TO 
the DT
market DT
with DT
equal DT
intensity NN 
and DT
credibility NN 
as DT
the DT
statements NNS 
of DT
corporate JJ 
insiders NNS 
. . 
'' '' 
 OOV
Shareholders DT
' DT
attorneys NNS 
at DT
the DT
New DT
York NNP 
firm DT
of DT
Milberg OOV
, , 
Weiss NNP 
, , 
Bershad OOV
, , 
Specthrie OOV
& DT
Lerach OOV
last DT
week NN 
petitioned OOV
for DT
a DT
rehearing NN 
of DT
the DT
case NN 
. . 
 OOV
They PRP 
wrote VBD 
: : 
`` `` 
The DT
opinion NN 
establishes VBZ 
a DT
new JJ 
rule DT
of DT
immunity NN 
-- : 
that DT
if IN 
a DT
wide DT
variety NN 
of DT
opinions NNS 
on DT
a DT
company NN 
's DT
business NN 
are DT
publicly RB 
reported DT
, , 
the DT
company NN 
can DT
say DT
anything NN 
without IN 
fear DT
of DT
securities NNS 
liability NN 
. . 
'' '' 
 OOV
NFL NNP 
ORDERED OOV
to TO 
pay DT
$ $ 
5.5 CD 
million CD 
in DT
legal JJ 
fees NNS 
to TO 
defunct JJ 
 OOV
The DT
National DT
Football DT
League NNP 
is DT
considering VBG 
appealing DT
the DT
ruling DT
stemming VBG 
from IN 
the DT
U.S. DT
Football DT
League NNP 
's DT
largely RB 
unsuccessful JJ 
antitrust JJ 
suit DT
against IN 
the DT
NFL NNP 
. . 
 OOV
A DT
jury NN 
in DT
1986 CD 
agreed DT
with DT
the DT
USFL OOV
's DT
claims DT
that DT
the DT
NFL NNP 
monopolized VBN 
major DT
league NN 
football NN 
. . 
 OOV
But DT
the DT
jury NN 
awarded DT
the DT
USFL OOV
only DT
$ $ 
1 DT
in DT
damages DT
, , 
trebled OOV
because DT
of DT
the DT
antitrust JJ 
claims DT
. . 
 OOV
Last JJ 
week NN 
, , 
the DT
U.S. DT
Court DT
of DT
Appeals DT
in DT
New DT
York NNP 
upheld DT
a DT
$ $ 
5.5 CD 
million CD 
award NN 
of DT
attorneys NNS 
fees NNS 
to TO 
the DT
defunct JJ 
league NN 
. . 
 OOV
Harvey NNP 
D. NNP 
Myerson OOV
, , 
of DT
Myerson OOV
& DT
Kuhn OOV
, , 
then DT
of DT
Finley OOV
, , 
Kumble OOV
, , 
Wagner OOV
, , 
Heine NNP 
, , 
Underberg OOV
, , 
Manley NNP 
, , 
Myerson OOV
& DT
Casey NNP 
, , 
was VBD 
the DT
lead DT
trial NN 
lawyer NN 
, , 
and DT
his DT
new JJ 
firm DT
pursued DT
the DT
application NN 
appeal DT
. . 
 OOV
Douglas NNP 
